customer_id,age,annual_income_gbp,employment_status,employment_length_years,loan_type,loan_amount_gbp,loan_term_months,interest_rate_pct,credit_score,outstanding_balance_gbp,days_past_due,previous_defaults,default_flag,loan_to_income_ratio,dpd_bucket,risk_bucket,pd_score,ai_risk_bucket
100046,33,50300.0,Employed,3.4,Unsecured Personal Loan,10900,36,10.39,615.0,7900,60,0,0,0.2166998011928429,60-89 DPD,Medium Risk,0.16862715775144452,Low Risk
100047,49,16500.0,Unemployed,5.2,Unsecured Personal Loan,66800,48,7.44,800.0,4400,0,0,0,4.048484848484849,Current,Low Risk,0.06308408335696511,Low Risk
100048,41,,Employed,1.3,Auto Loan,12400,36,5.19,,11400,0,0,0,,Current,Low Risk,0.030061575303879016,Low Risk
100049,20,72400.0,Employed,4.0,Unsecured Personal Loan,17600,24,2.18,643.0,3300,0,2,0,0.2430939226519337,Current,High Risk,0.04992072883531738,Low Risk
100050,41,26600.0,Employed,2.3,Unsecured Personal Loan,9900,48,5.44,630.0,10200,0,0,0,0.3721804511278195,Current,Medium Risk,0.04058336231326219,Low Risk
100051,34,44300.0,Employed,5.4,Auto Loan,12000,36,5.65,471.0,3700,20,0,0,0.2708803611738148,Current,Medium Risk,0.10958663674628386,Low Risk
100052,31,46500.0,Self-Employed,0.8,Unsecured Personal Loan,7400,36,7.82,561.0,13700,30,0,0,0.1591397849462365,30-59 DPD,Medium Risk,0.07751470884543403,Low Risk
100053,44,41400.0,Employed,4.2,Auto Loan,13100,36,6.46,573.0,5200,0,0,0,0.3164251207729468,Current,Medium Risk,0.052667419962070555,Low Risk
100054,48,27600.0,Unemployed,1.0,Auto Loan,8200,24,9.56,691.0,7200,0,0,0,0.2971014492753623,Current,Low Risk,0.04211965199088874,Low Risk
100055,47,26000.0,Employed,1.6,Unsecured Personal Loan,6800,36,5.66,654.0,12200,0,0,0,0.2615384615384615,Current,Low Risk,0.040871443448132545,Low Risk
100056,30,35900.0,Employed,1.2,Auto Loan,15600,24,7.33,572.0,5800,0,0,1,0.4345403899721448,Current,Medium Risk,0.06268785361619272,Low Risk
100057,35,65300.0,Employed,1.0,Auto Loan,15200,60,11.05,658.0,9500,90,0,0,0.232771822358346,90+ DPD,High Risk,0.1934875146202892,Low Risk
100058,41,47700.0,Employed,8.7,Unsecured Personal Loan,21400,36,8.53,720.0,3400,0,0,0,0.4486373165618448,Current,Low Risk,0.0368914773847647,Low Risk
100059,48,30200.0,Employed,1.7,Unsecured Personal Loan,10300,36,7.32,722.0,15400,10,0,0,0.3410596026490066,Current,Low Risk,0.039971445398535976,Low Risk
100060,33,53400.0,Unemployed,13.1,Auto Loan,17100,36,5.69,528.0,34000,0,2,0,0.3202247191011235,Current,High Risk,0.0903040830806383,Low Risk
100061,36,8700.0,Employed,17.5,Mortgage,18600,60,5.6,670.0,69900,0,0,0,2.1379310344827585,Current,Low Risk,0.02696026509372654,Low Risk
100062,27,64500.0,Contract,4.2,Auto Loan,17400,48,4.95,569.0,10500,0,0,0,0.2697674418604651,Current,Medium Risk,0.025743738240681033,Low Risk
100063,26,15200.0,Employed,,Unsecured Personal Loan,8100,36,5.88,752.0,17200,0,0,1,0.5328947368421052,Current,Low Risk,0.02750520358934167,Low Risk
100064,46,30300.0,Employed,2.3,Auto Loan,14600,48,9.77,743.0,2800,20,0,0,0.4818481848184818,Current,Low Risk,0.05745212747413907,Low Risk
100065,52,20700.0,Unemployed,8.0,Unsecured Personal Loan,16600,36,6.83,608.0,28300,0,0,0,0.8019323671497584,Current,Medium Risk,0.050989801798581584,Low Risk
100066,37,19000.0,Employed,2.3,Auto Loan,13400,36,3.45,619.0,17000,10,0,0,0.7052631578947368,Current,Medium Risk,0.052077178032459835,Low Risk
100067,48,64900.0,Employed,0.5,Auto Loan,3800,24,12.8,643.0,7100,0,0,0,0.0585516178736517,Current,Medium Risk,0.035775237377623094,Low Risk
100068,42,28700.0,Employed,,Auto Loan,14700,36,8.46,500.0,23500,90,1,1,0.5121951219512195,90+ DPD,High Risk,0.5622540446483633,High Risk
100069,32,43200.0,Employed,9.3,Mortgage,50400,24,3.28,707.0,8300,0,2,0,1.1666666666666667,Current,High Risk,0.10824211393322904,Low Risk
100070,42,35500.0,Contract,7.9,Auto Loan,10800,60,6.17,658.0,7200,30,0,0,0.304225352112676,30-59 DPD,Medium Risk,0.05488178339807956,Low Risk
100071,53,46100.0,Employed,1.0,Auto Loan,8600,24,7.83,758.0,13800,20,0,0,0.1865509761388286,Current,Low Risk,0.034946941043668335,Low Risk
100072,38,37700.0,Unemployed,5.6,Unsecured Personal Loan,16700,60,12.61,592.0,4700,90,0,1,0.4429708222811671,90+ DPD,High Risk,0.3752857495115281,Medium Risk
100073,54,19100.0,Contract,1.2,Mortgage,16100,36,4.18,630.0,20200,0,2,0,0.8429319371727748,Current,High Risk,0.1035325291980078,Low Risk
100074,18,59800.0,Employed,1.2,Mortgage,27300,36,10.43,559.0,4700,10,2,0,0.4565217391304347,Current,High Risk,0.17995292567762144,Low Risk
100075,46,28400.0,Contract,10.4,Unsecured Personal Loan,6300,36,11.7,600.0,4700,0,0,0,0.2218309859154929,Current,Medium Risk,0.07182970226217478,Low Risk
100076,39,16700.0,Employed,1.4,Unsecured Personal Loan,20700,12,5.61,585.0,5200,0,0,1,1.2395209580838324,Current,Medium Risk,0.08988247180489453,Low Risk
100077,35,29300.0,Retired,1.5,Unsecured Personal Loan,19000,24,6.67,,16800,0,0,0,0.6484641638225255,Current,Low Risk,0.0393146262726537,Low Risk
100078,39,76900.0,Employed,0.0,Auto Loan,12300,12,4.39,624.0,6400,0,0,0,0.1599479843953185,Current,Medium Risk,0.021563855894935795,Low Risk
100079,18,55600.0,Self-Employed,10.2,Auto Loan,16400,36,6.89,690.0,3900,120,0,0,0.2949640287769784,90+ DPD,High Risk,0.2833334512541953,Medium Risk
100080,36,30500.0,Employed,7.9,Unsecured Personal Loan,24800,36,7.39,650.0,6500,0,0,0,0.8131147540983606,Current,Low Risk,0.06166349924640166,Low Risk
100081,42,,Employed,4.9,Mortgage,22500,48,9.48,578.0,9700,0,0,0,,Current,Medium Risk,0.06864319972306655,Low Risk
100082,53,30900.0,Self-Employed,6.9,Unsecured Personal Loan,6700,24,10.77,667.0,4300,0,2,0,0.2168284789644012,Current,High Risk,0.13310126319480975,Low Risk
100083,33,102600.0,Unemployed,0.8,Auto Loan,21900,24,5.26,728.0,4400,0,3,0,0.2134502923976608,Current,High Risk,0.03506059965309643,Low Risk
100084,30,44000.0,Employed,3.1,Unsecured Personal Loan,12900,36,1.6,583.0,43400,10,0,1,0.2931818181818181,Current,Medium Risk,0.027692877938798276,Low Risk
100085,33,45000.0,Employed,2.2,Unsecured Personal Loan,14000,60,7.44,745.0,5400,0,0,0,0.3111111111111111,Current,Low Risk,0.021564379305032723,Low Risk
100086,47,60800.0,Unemployed,0.5,Unsecured Personal Loan,14000,48,8.38,612.0,7900,0,1,0,0.2302631578947368,Current,High Risk,0.05213274689571217,Low Risk
100087,41,40900.0,Self-Employed,3.3,Unsecured Personal Loan,12200,36,8.25,641.0,7700,0,0,0,0.2982885085574572,Current,Medium Risk,0.03857503845149853,Low Risk
100088,33,31900.0,Retired,12.7,Auto Loan,27300,36,6.52,722.0,7400,60,0,0,0.8557993730407523,60-89 DPD,Medium Risk,0.1318325461914432,Low Risk
100089,43,32900.0,Unemployed,0.2,Auto Loan,12700,12,7.87,627.0,15300,20,0,0,0.3860182370820668,Current,Medium Risk,0.06911196938794073,Low Risk
100090,39,35000.0,Retired,1.7,Unsecured Personal Loan,6800,60,12.05,683.0,19200,90,0,0,0.1942857142857142,90+ DPD,High Risk,0.21949267927179805,Medium Risk
100091,48,35600.0,Unemployed,1.2,Unsecured Personal Loan,10600,36,8.65,655.0,8000,0,0,0,0.297752808988764,Current,Low Risk,0.04114287429783515,Low Risk
100092,31,52300.0,Employed,1.4,Unsecured Personal Loan,14900,24,6.38,690.0,4200,0,0,0,0.2848948374760994,Current,Low Risk,0.029406669684328153,Low Risk
100093,35,37300.0,Employed,12.0,Auto Loan,27900,36,6.0,490.0,24200,0,0,0,0.7479892761394101,Current,Medium Risk,0.08412001063662371,Low Risk
100094,34,,Unemployed,3.2,Auto Loan,19200,12,6.99,534.0,9300,0,0,0,,Current,Medium Risk,0.07017094899668846,Low Risk
100095,23,34900.0,Self-Employed,3.1,Unsecured Personal Loan,8000,60,12.41,729.0,33200,0,0,0,0.2292263610315186,Current,Low Risk,0.022279013439946413,Low Risk
100096,41,37800.0,Employed,7.1,Auto Loan,59300,24,6.95,763.0,2100,10,0,0,1.5687830687830688,Current,Low Risk,0.07748335961207165,Low Risk
100097,41,13400.0,Employed,0.8,Unsecured Personal Loan,15700,36,7.44,607.0,11300,0,1,0,1.171641791044776,Current,High Risk,0.12332274863156693,Low Risk
100098,38,57400.0,Retired,,Mortgage,28700,24,6.05,660.0,37900,0,0,0,0.5,Current,Low Risk,0.023793544548563698,Low Risk
100099,36,43200.0,Employed,2.8,Mortgage,12200,48,10.8,704.0,7700,30,0,0,0.2824074074074074,30-59 DPD,Medium Risk,0.06087994509029721,Low Risk
100100,24,59800.0,Employed,4.5,Auto Loan,18400,48,13.38,735.0,8500,10,0,0,0.3076923076923076,Current,Low Risk,0.03494089876877794,Low Risk
100101,34,8500.0,Employed,38.6,Mortgage,22100,36,8.85,518.0,12200,0,0,1,2.6,Current,Medium Risk,0.15348053775232953,Low Risk
100102,35,103200.0,Employed,7.3,Mortgage,27700,36,7.75,609.0,6700,0,0,0,0.2684108527131782,Current,Medium Risk,0.021515222431441963,Low Risk
100103,30,33900.0,Employed,2.5,Mortgage,25200,48,7.61,653.0,8000,0,0,0,0.743362831858407,Current,Low Risk,0.04770121280453985,Low Risk
100104,36,63200.0,Employed,8.8,Auto Loan,22500,12,0.35,736.0,7800,0,0,0,0.3560126582278481,Current,Low Risk,0.015888034027230376,Low Risk
100105,42,21600.0,Employed,0.9,Unsecured Personal Loan,11100,24,9.74,880.0,6400,0,0,0,0.5138888888888888,Current,Low Risk,0.02412654305272079,Low Risk
100106,57,49300.0,Unemployed,0.2,Unsecured Personal Loan,9500,24,7.9,662.0,23400,0,0,0,0.1926977687626774,Current,Low Risk,0.028204286404260315,Low Risk
100107,40,21400.0,Employed,1.1,Unsecured Personal Loan,16300,60,8.79,567.0,13700,30,0,0,0.7616822429906542,30-59 DPD,Medium Risk,0.13515110570711772,Low Risk
100108,41,26600.0,Contract,2.1,Auto Loan,23400,24,5.37,712.0,11800,20,0,1,0.8796992481203006,Current,Low Risk,0.055755680515621964,Low Risk
100109,37,94600.0,Contract,3.6,Unsecured Personal Loan,11700,48,6.35,786.0,17400,0,0,0,0.1236786469344608,Current,Low Risk,0.00593574221652468,Low Risk
100110,19,33000.0,Employed,4.8,Unsecured Personal Loan,25300,36,6.27,689.0,8200,0,0,0,0.7666666666666666,Current,Low Risk,0.04108465437939142,Low Risk
100111,38,40500.0,Self-Employed,12.1,Unsecured Personal Loan,31900,24,10.56,607.0,5800,0,0,0,0.7876543209876543,Current,Medium Risk,0.08460894463121656,Low Risk
100112,39,56100.0,Employed,3.6,Unsecured Personal Loan,7700,24,6.36,757.0,6500,20,0,0,0.1372549019607843,Current,Low Risk,0.028359112110481005,Low Risk
100113,63,46500.0,Contract,3.5,Auto Loan,8100,24,13.75,733.0,9900,0,0,0,0.1741935483870967,Current,Low Risk,0.0373681142338467,Low Risk
100114,36,39200.0,Employed,,Mortgage,12300,36,8.79,598.0,4700,0,0,0,0.3137755102040816,Current,Medium Risk,0.053194365816933466,Low Risk
100115,41,43600.0,Self-Employed,0.2,Auto Loan,16100,24,3.67,711.0,7000,0,0,0,0.3692660550458715,Current,Low Risk,0.022563752571614797,Low Risk
100116,38,,Self-Employed,4.0,Auto Loan,9800,12,7.11,760.0,6900,0,0,0,,Current,Low Risk,0.024476148259847435,Low Risk
100117,26,35300.0,Employed,2.9,Auto Loan,30100,48,5.54,775.0,43800,20,0,0,0.8526912181303116,Current,Low Risk,0.02632670980164425,Low Risk
100118,49,40200.0,Employed,9.1,Unsecured Personal Loan,17200,60,0.92,675.0,1400,0,0,0,0.4278606965174129,Current,Low Risk,0.025862296011273152,Low Risk
100119,46,61400.0,Self-Employed,0.9,Unsecured Personal Loan,13700,24,12.3,651.0,8700,0,3,0,0.2231270358306188,Current,High Risk,0.14464903042415633,Low Risk
100120,46,63100.0,Unemployed,0.1,Mortgage,5600,24,9.61,778.0,33100,0,1,0,0.0887480190174326,Current,High Risk,0.018055995536326863,Low Risk
100121,29,65700.0,Employed,3.0,Unsecured Personal Loan,6100,12,9.1,583.0,10800,0,0,0,0.0928462709284627,Current,Medium Risk,0.03787896381671642,Low Risk
100122,52,50000.0,Self-Employed,1.4,Unsecured Personal Loan,15800,36,8.0,715.0,16800,30,0,0,0.316,30-59 DPD,Medium Risk,0.045621368737407166,Low Risk
100123,24,20500.0,Employed,0.3,Auto Loan,3700,48,3.35,570.0,10600,30,0,0,0.1804878048780487,30-59 DPD,Medium Risk,0.07741518310978839,Low Risk
100124,44,82200.0,Unemployed,6.4,Unsecured Personal Loan,24500,12,6.05,765.0,6200,0,0,0,0.2980535279805352,Current,Low Risk,0.014553011958581908,Low Risk
100125,60,20500.0,Employed,0.6,Unsecured Personal Loan,12200,24,10.03,659.0,2100,0,0,0,0.5951219512195121,Current,Low Risk,0.08057445946676252,Low Risk
100126,28,42200.0,Contract,4.7,Unsecured Personal Loan,93500,48,4.35,781.0,11400,0,0,0,2.2156398104265405,Current,Low Risk,0.05486929113493268,Low Risk
100127,32,24900.0,Employed,1.6,Unsecured Personal Loan,53400,36,-0.1,719.0,5800,0,1,0,2.144578313253012,Current,High Risk,0.0726349302515151,Low Risk
100128,39,35200.0,Employed,1.0,Unsecured Personal Loan,12000,12,6.82,582.0,5700,0,0,0,0.3409090909090909,Current,Medium Risk,0.06467474567863919,Low Risk
100129,33,42800.0,Employed,2.4,Unsecured Personal Loan,12500,36,7.07,794.0,7000,10,0,0,0.2920560747663551,Current,Low Risk,0.02414465695954168,Low Risk
100130,22,42600.0,Employed,8.1,Auto Loan,24300,24,7.91,804.0,33600,0,0,0,0.5704225352112676,Current,Low Risk,0.018448085273268116,Low Risk
100131,39,44800.0,Employed,2.5,Mortgage,37100,24,9.69,751.0,53300,0,0,0,0.828125,Current,Low Risk,0.027121269833509862,Low Risk
100132,27,81400.0,Employed,6.9,Unsecured Personal Loan,5000,48,9.41,619.0,11500,0,1,0,0.0614250614250614,Current,High Risk,0.034815870649623014,Low Risk
100133,43,45600.0,Contract,0.7,Mortgage,4600,48,8.28,656.0,7100,20,1,0,0.1008771929824561,Current,High Risk,0.06854651859705045,Low Risk
100134,29,32100.0,Employed,,Unsecured Personal Loan,9200,36,11.09,692.0,4300,0,2,0,0.2866043613707165,Current,High Risk,0.11276523256471421,Low Risk
100135,53,58800.0,Employed,1.4,Unsecured Personal Loan,19000,60,2.94,624.0,13700,10,0,0,0.3231292517006802,Current,Medium Risk,0.02847130828697979,Low Risk
100136,30,65800.0,Employed,5.7,Unsecured Personal Loan,18000,36,9.01,815.0,34500,0,0,0,0.2735562310030395,Current,Low Risk,0.01125096209566838,Low Risk
100137,35,19700.0,Employed,4.2,Auto Loan,25400,48,9.38,692.0,8300,0,0,0,1.2893401015228425,Current,Low Risk,0.05844446214164082,Low Risk
100138,46,49000.0,Employed,,Unsecured Personal Loan,6500,36,3.78,464.0,1900,10,0,0,0.1326530612244897,Current,Medium Risk,0.07661107198527145,Low Risk
100139,26,51600.0,Employed,2.4,Auto Loan,3300,48,2.99,707.0,15800,0,0,0,0.063953488372093,Current,Low Risk,0.012508620595894223,Low Risk
100140,40,31300.0,Employed,0.3,Auto Loan,22400,60,5.26,652.0,19700,20,0,0,0.7156549520766773,Current,Low Risk,0.053833579128220746,Low Risk
100141,51,72200.0,Employed,0.1,Auto Loan,8100,12,5.52,674.0,3300,0,0,0,0.1121883656509695,Current,Low Risk,0.02170675700267468,Low Risk
100142,22,33700.0,Employed,8.8,Auto Loan,4000,60,9.76,651.0,11200,0,0,0,0.1186943620178041,Current,Low Risk,0.0355764446006737,Low Risk
100143,40,38700.0,Self-Employed,3.7,Mortgage,14600,48,5.66,745.0,13600,0,0,0,0.3772609819121447,Current,Low Risk,0.018659510494578455,Low Risk
100144,41,33300.0,Employed,7.5,Unsecured Personal Loan,21500,48,4.93,770.0,9400,0,0,0,0.6456456456456456,Current,Low Risk,0.02479924706465193,Low Risk
100145,46,36600.0,Employed,1.3,Unsecured Personal Loan,12400,24,5.67,703.0,5700,0,0,0,0.3387978142076502,Current,Low Risk,0.03458341675776873,Low Risk
100146,26,21000.0,Retired,2.1,Auto Loan,10200,48,10.86,653.0,20200,0,0,0,0.4857142857142857,Current,Low Risk,0.04412374113460194,Low Risk
100147,25,17700.0,Employed,0.2,Auto Loan,12100,48,7.54,677.0,7500,10,0,0,0.6836158192090395,Current,Low Risk,0.05343557695120423,Low Risk
100148,43,80600.0,Self-Employed,16.3,Unsecured Personal Loan,10700,24,6.96,682.0,3500,0,0,0,0.1327543424317617,Current,Low Risk,0.019470883356148716,Low Risk
100149,41,23800.0,Employed,5.5,Unsecured Personal Loan,6000,60,7.17,616.0,2400,0,0,0,0.2521008403361344,Current,Medium Risk,0.049078240933485374,Low Risk
100150,41,22100.0,Unemployed,13.5,Unsecured Personal Loan,8700,12,11.38,726.0,23900,0,3,0,0.3936651583710407,Current,High Risk,0.15487573856092554,Low Risk
100151,41,12400.0,Unemployed,1.5,Unsecured Personal Loan,18300,12,5.25,717.0,15200,0,0,0,1.4758064516129032,Current,Low Risk,0.04128596773280462,Low Risk
100152,31,26400.0,Employed,4.7,Unsecured Personal Loan,16200,36,11.45,803.0,10500,0,0,0,0.6136363636363636,Current,Low Risk,0.0339074829705856,Low Risk
100153,40,,Retired,5.7,Mortgage,14800,36,8.13,780.0,7300,10,0,0,,Current,Low Risk,0.027844278934505202,Low Risk
100154,41,82500.0,Employed,1.9,Auto Loan,7400,36,7.02,625.0,6800,20,1,0,0.0896969696969696,Current,High Risk,0.051145482354971246,Low Risk
100155,31,60200.0,Employed,9.4,Unsecured Personal Loan,12000,12,15.0,746.0,4700,0,0,0,0.1993355481727574,Current,Low Risk,0.038717494056544365,Low Risk
100156,57,25700.0,Unemployed,14.7,Auto Loan,3600,60,4.33,604.0,7300,90,0,1,0.1400778210116731,90+ DPD,High Risk,0.24960936389135846,Medium Risk
100157,43,112000.0,Contract,10.8,Mortgage,14900,12,6.44,736.0,2200,0,0,0,0.1330357142857142,Current,Low Risk,0.009122160293155384,Low Risk
100158,26,59300.0,Employed,6.7,Unsecured Personal Loan,31500,12,3.8,639.0,5900,60,0,0,0.5311973018549747,60-89 DPD,Medium Risk,0.14266982925398822,Low Risk
100159,45,30900.0,Employed,1.6,Unsecured Personal Loan,5500,12,10.36,598.0,8000,10,0,0,0.1779935275080906,Current,Medium Risk,0.09092411708416714,Low Risk
100160,28,10400.0,Employed,1.7,Auto Loan,9400,36,12.57,702.0,15200,10,0,0,0.9038461538461539,Current,Low Risk,0.07245534867513234,Low Risk
100161,46,114200.0,Employed,16.5,Auto Loan,16300,60,12.51,466.0,9600,0,1,0,0.1427320490367775,Current,High Risk,0.06562162062041468,Low Risk
100162,50,18100.0,Unemployed,0.1,Unsecured Personal Loan,28300,36,11.17,540.0,17300,0,1,0,1.56353591160221,Current,High Risk,0.19649750031086097,Low Risk
100163,30,16000.0,Employed,6.3,Mortgage,10200,48,6.91,666.0,25400,0,0,0,0.6375,Current,Low Risk,0.037638325487266026,Low Risk
100164,48,60600.0,Employed,6.1,Unsecured Personal Loan,8800,12,6.4,687.0,20800,10,0,0,0.1452145214521452,Current,Low Risk,0.029591354401653922,Low Risk
