"customer_id","age","annual_income_gbp","employment_status","employment_length_years","loan_type","loan_amount_gbp","loan_term_months","interest_rate_pct","credit_score","outstanding_balance_gbp","days_past_due","previous_defaults","default_flag","loan_to_income_ratio","dpd_bucket","risk_bucket"
100081,42,NULL,"Employed",4.9,"Mortgage",22500,48,9.48,578,9700,0,0,0,NULL,"Current","Medium Risk"
100082,53,30900,"Self-Employed",6.9,"Unsecured Personal Loan",6700,24,10.77,667,4300,0,2,0,0.21682847896440129450,"Current","High Risk"
100083,33,102600,"Unemployed",0.8,"Auto Loan",21900,24,5.26,728,4400,0,3,0,0.21345029239766081871,"Current","High Risk"
100084,30,44000,"Employed",3.1,"Unsecured Personal Loan",12900,36,1.6,583,43400,10,0,1,0.29318181818181818182,"Current","Medium Risk"
100085,33,45000,"Employed",2.2,"Unsecured Personal Loan",14000,60,7.44,745,5400,0,0,0,0.31111111111111111111,"Current","Low Risk"
100086,47,60800,"Unemployed",0.5,"Unsecured Personal Loan",14000,48,8.38,612,7900,0,1,0,0.23026315789473684211,"Current","High Risk"
100087,41,40900,"Self-Employed",3.3,"Unsecured Personal Loan",12200,36,8.25,641,7700,0,0,0,0.29828850855745721271,"Current","Medium Risk"
100088,33,31900,"Retired",12.7,"Auto Loan",27300,36,6.52,722,7400,60,0,0,0.85579937304075235110,"60-89 DPD","Medium Risk"
100089,43,32900,"Unemployed",0.2,"Auto Loan",12700,12,7.87,627,15300,20,0,0,0.38601823708206686930,"Current","Medium Risk"
100090,39,35000,"Retired",1.7,"Unsecured Personal Loan",6800,60,12.05,683,19200,90,0,0,0.19428571428571428571,"90+ DPD","High Risk"
100091,48,35600,"Unemployed",1.2,"Unsecured Personal Loan",10600,36,8.65,655,8000,0,0,0,0.29775280898876404494,"Current","Low Risk"
100092,31,52300,"Employed",1.4,"Unsecured Personal Loan",14900,24,6.38,690,4200,0,0,0,0.28489483747609942639,"Current","Low Risk"
100093,35,37300,"Employed",12,"Auto Loan",27900,36,6,490,24200,0,0,0,0.74798927613941018767,"Current","Medium Risk"
100094,34,NULL,"Unemployed",3.2,"Auto Loan",19200,12,6.99,534,9300,0,0,0,NULL,"Current","Medium Risk"
100095,23,34900,"Self-Employed",3.1,"Unsecured Personal Loan",8000,60,12.41,729,33200,0,0,0,0.22922636103151862464,"Current","Low Risk"
100096,41,37800,"Employed",7.1,"Auto Loan",59300,24,6.95,763,2100,10,0,0,1.5687830687830688,"Current","Low Risk"
100097,41,13400,"Employed",0.8,"Unsecured Personal Loan",15700,36,7.44,607,11300,0,1,0,1.17164179104477611940,"Current","High Risk"
100098,38,57400,"Retired",NULL,"Mortgage",28700,24,6.05,660,37900,0,0,0,0.50000000000000000000,"Current","Low Risk"
100099,36,43200,"Employed",2.8,"Mortgage",12200,48,10.8,704,7700,30,0,0,0.28240740740740740741,"30-59 DPD","Medium Risk"
100100,24,59800,"Employed",4.5,"Auto Loan",18400,48,13.38,735,8500,10,0,0,0.30769230769230769231,"Current","Low Risk"
100101,34,8500,"Employed",38.6,"Mortgage",22100,36,8.85,518,12200,0,0,1,2.6000000000000000,"Current","Medium Risk"
100102,35,103200,"Employed",7.3,"Mortgage",27700,36,7.75,609,6700,0,0,0,0.26841085271317829457,"Current","Medium Risk"
100103,30,33900,"Employed",2.5,"Mortgage",25200,48,7.61,653,8000,0,0,0,0.74336283185840707965,"Current","Low Risk"
100104,36,63200,"Employed",8.8,"Auto Loan",22500,12,0.35,736,7800,0,0,0,0.35601265822784810127,"Current","Low Risk"
100105,42,21600,"Employed",0.9,"Unsecured Personal Loan",11100,24,9.74,880,6400,0,0,0,0.51388888888888888889,"Current","Low Risk"
100106,57,49300,"Unemployed",0.2,"Unsecured Personal Loan",9500,24,7.9,662,23400,0,0,0,0.19269776876267748479,"Current","Low Risk"
100107,40,21400,"Employed",1.1,"Unsecured Personal Loan",16300,60,8.79,567,13700,30,0,0,0.76168224299065420561,"30-59 DPD","Medium Risk"
100108,41,26600,"Contract",2.1,"Auto Loan",23400,24,5.37,712,11800,20,0,1,0.87969924812030075188,"Current","Low Risk"
100109,37,94600,"Contract",3.6,"Unsecured Personal Loan",11700,48,6.35,786,17400,0,0,0,0.12367864693446088795,"Current","Low Risk"
100110,19,33000,"Employed",4.8,"Unsecured Personal Loan",25300,36,6.27,689,8200,0,0,0,0.76666666666666666667,"Current","Low Risk"
100111,38,40500,"Self-Employed",12.1,"Unsecured Personal Loan",31900,24,10.56,607,5800,0,0,0,0.78765432098765432099,"Current","Medium Risk"
100112,39,56100,"Employed",3.6,"Unsecured Personal Loan",7700,24,6.36,757,6500,20,0,0,0.13725490196078431373,"Current","Low Risk"
100113,63,46500,"Contract",3.5,"Auto Loan",8100,24,13.75,733,9900,0,0,0,0.17419354838709677419,"Current","Low Risk"
100114,36,39200,"Employed",NULL,"Mortgage",12300,36,8.79,598,4700,0,0,0,0.31377551020408163265,"Current","Medium Risk"
100115,41,43600,"Self-Employed",0.2,"Auto Loan",16100,24,3.67,711,7000,0,0,0,0.36926605504587155963,"Current","Low Risk"
100116,38,NULL,"Self-Employed",4,"Auto Loan",9800,12,7.11,760,6900,0,0,0,NULL,"Current","Low Risk"
100117,26,35300,"Employed",2.9,"Auto Loan",30100,48,5.54,775,43800,20,0,0,0.85269121813031161473,"Current","Low Risk"
100118,49,40200,"Employed",9.1,"Unsecured Personal Loan",17200,60,0.92,675,1400,0,0,0,0.42786069651741293532,"Current","Low Risk"
100119,46,61400,"Self-Employed",0.9,"Unsecured Personal Loan",13700,24,12.3,651,8700,0,3,0,0.22312703583061889251,"Current","High Risk"
100120,46,63100,"Unemployed",0.1,"Mortgage",5600,24,9.61,778,33100,0,1,0,0.08874801901743264659,"Current","High Risk"
100121,29,65700,"Employed",3,"Unsecured Personal Loan",6100,12,9.1,583,10800,0,0,0,0.09284627092846270928,"Current","Medium Risk"
100122,52,50000,"Self-Employed",1.4,"Unsecured Personal Loan",15800,36,8,715,16800,30,0,0,0.31600000000000000000,"30-59 DPD","Medium Risk"
100123,24,20500,"Employed",0.3,"Auto Loan",3700,48,3.35,570,10600,30,0,0,0.18048780487804878049,"30-59 DPD","Medium Risk"
100124,44,82200,"Unemployed",6.4,"Unsecured Personal Loan",24500,12,6.05,765,6200,0,0,0,0.29805352798053527981,"Current","Low Risk"
100125,60,20500,"Employed",0.6,"Unsecured Personal Loan",12200,24,10.03,659,2100,0,0,0,0.59512195121951219512,"Current","Low Risk"
100126,28,42200,"Contract",4.7,"Unsecured Personal Loan",93500,48,4.35,781,11400,0,0,0,2.2156398104265403,"Current","Low Risk"
100127,32,24900,"Employed",1.6,"Unsecured Personal Loan",53400,36,-0.1,719,5800,0,1,0,2.1445783132530120,"Current","High Risk"
100128,39,35200,"Employed",1,"Unsecured Personal Loan",12000,12,6.82,582,5700,0,0,0,0.34090909090909090909,"Current","Medium Risk"
100129,33,42800,"Employed",2.4,"Unsecured Personal Loan",12500,36,7.07,794,7000,10,0,0,0.29205607476635514019,"Current","Low Risk"
100130,22,42600,"Employed",8.1,"Auto Loan",24300,24,7.91,804,33600,0,0,0,0.57042253521126760563,"Current","Low Risk"
100131,39,44800,"Employed",2.5,"Mortgage",37100,24,9.69,751,53300,0,0,0,0.82812500000000000000,"Current","Low Risk"
100132,27,81400,"Employed",6.9,"Unsecured Personal Loan",5000,48,9.41,619,11500,0,1,0,0.06142506142506142506,"Current","High Risk"
100133,43,45600,"Contract",0.7,"Mortgage",4600,48,8.28,656,7100,20,1,0,0.10087719298245614035,"Current","High Risk"
100134,29,32100,"Employed",NULL,"Unsecured Personal Loan",9200,36,11.09,692,4300,0,2,0,0.28660436137071651090,"Current","High Risk"
100135,53,58800,"Employed",1.4,"Unsecured Personal Loan",19000,60,2.94,624,13700,10,0,0,0.32312925170068027211,"Current","Medium Risk"
100136,30,65800,"Employed",5.7,"Unsecured Personal Loan",18000,36,9.01,815,34500,0,0,0,0.27355623100303951368,"Current","Low Risk"
100137,35,19700,"Employed",4.2,"Auto Loan",25400,48,9.38,692,8300,0,0,0,1.2893401015228426,"Current","Low Risk"
100138,46,49000,"Employed",NULL,"Unsecured Personal Loan",6500,36,3.78,464,1900,10,0,0,0.13265306122448979592,"Current","Medium Risk"
100139,26,51600,"Employed",2.4,"Auto Loan",3300,48,2.99,707,15800,0,0,0,0.06395348837209302326,"Current","Low Risk"
100140,40,31300,"Employed",0.3,"Auto Loan",22400,60,5.26,652,19700,20,0,0,0.71565495207667731629,"Current","Low Risk"
100141,51,72200,"Employed",0.1,"Auto Loan",8100,12,5.52,674,3300,0,0,0,0.11218836565096952909,"Current","Low Risk"
100142,22,33700,"Employed",8.8,"Auto Loan",4000,60,9.76,651,11200,0,0,0,0.11869436201780415430,"Current","Low Risk"
100143,40,38700,"Self-Employed",3.7,"Mortgage",14600,48,5.66,745,13600,0,0,0,0.37726098191214470284,"Current","Low Risk"
100144,41,33300,"Employed",7.5,"Unsecured Personal Loan",21500,48,4.93,770,9400,0,0,0,0.64564564564564564565,"Current","Low Risk"
100145,46,36600,"Employed",1.3,"Unsecured Personal Loan",12400,24,5.67,703,5700,0,0,0,0.33879781420765027322,"Current","Low Risk"
100146,26,21000,"Retired",2.1,"Auto Loan",10200,48,10.86,653,20200,0,0,0,0.48571428571428571429,"Current","Low Risk"
100147,25,17700,"Employed",0.2,"Auto Loan",12100,48,7.54,677,7500,10,0,0,0.68361581920903954802,"Current","Low Risk"
100148,43,80600,"Self-Employed",16.3,"Unsecured Personal Loan",10700,24,6.96,682,3500,0,0,0,0.13275434243176178660,"Current","Low Risk"
100149,41,23800,"Employed",5.5,"Unsecured Personal Loan",6000,60,7.17,616,2400,0,0,0,0.25210084033613445378,"Current","Medium Risk"
100150,41,22100,"Unemployed",13.5,"Unsecured Personal Loan",8700,12,11.38,726,23900,0,3,0,0.39366515837104072398,"Current","High Risk"
100151,41,12400,"Unemployed",1.5,"Unsecured Personal Loan",18300,12,5.25,717,15200,0,0,0,1.47580645161290322581,"Current","Low Risk"
100152,31,26400,"Employed",4.7,"Unsecured Personal Loan",16200,36,11.45,803,10500,0,0,0,0.61363636363636363636,"Current","Low Risk"
100153,40,NULL,"Retired",5.7,"Mortgage",14800,36,8.13,780,7300,10,0,0,NULL,"Current","Low Risk"
100154,41,82500,"Employed",1.9,"Auto Loan",7400,36,7.02,625,6800,20,1,0,0.08969696969696969697,"Current","High Risk"
100155,31,60200,"Employed",9.4,"Unsecured Personal Loan",12000,12,15,746,4700,0,0,0,0.19933554817275747508,"Current","Low Risk"
100156,57,25700,"Unemployed",14.7,"Auto Loan",3600,60,4.33,604,7300,90,0,1,0.14007782101167315175,"90+ DPD","High Risk"
100157,43,112000,"Contract",10.8,"Mortgage",14900,12,6.44,736,2200,0,0,0,0.13303571428571428571,"Current","Low Risk"
100158,26,59300,"Employed",6.7,"Unsecured Personal Loan",31500,12,3.8,639,5900,60,0,0,0.53119730185497470489,"60-89 DPD","Medium Risk"
100159,45,30900,"Employed",1.6,"Unsecured Personal Loan",5500,12,10.36,598,8000,10,0,0,0.17799352750809061489,"Current","Medium Risk"
100160,28,10400,"Employed",1.7,"Auto Loan",9400,36,12.57,702,15200,10,0,0,0.90384615384615384615,"Current","Low Risk"
100161,46,114200,"Employed",16.5,"Auto Loan",16300,60,12.51,466,9600,0,1,0,0.14273204903677758319,"Current","High Risk"
100162,50,18100,"Unemployed",0.1,"Unsecured Personal Loan",28300,36,11.17,540,17300,0,1,0,1.5635359116022099,"Current","High Risk"
100163,30,16000,"Employed",6.3,"Mortgage",10200,48,6.91,666,25400,0,0,0,0.63750000000000000000,"Current","Low Risk"
100164,48,60600,"Employed",6.1,"Unsecured Personal Loan",8800,12,6.4,687,20800,10,0,0,0.14521452145214521452,"Current","Low Risk"
100165,42,123000,"Employed",4.9,"Unsecured Personal Loan",4100,36,2.49,NULL,13800,0,0,0,0.03333333333333333333,"Current","Low Risk"
100166,46,72600,"Employed",23.1,"Unsecured Personal Loan",14200,36,13.61,554,10000,20,1,0,0.19559228650137741047,"Current","High Risk"
100167,57,48100,"Employed",1.9,"Unsecured Personal Loan",45500,36,8.91,615,5000,0,0,0,0.94594594594594594595,"Current","Medium Risk"
100168,36,48900,"Self-Employed",2.1,"Auto Loan",15800,12,6.02,711,16600,20,3,0,0.32310838445807770961,"Current","High Risk"
100169,30,55600,"Retired",0.4,"Mortgage",13200,36,11.48,727,32100,0,0,0,0.23741007194244604317,"Current","Low Risk"
100170,29,53100,"Contract",2.9,"Unsecured Personal Loan",16200,36,4.58,679,12600,0,0,0,0.30508474576271186441,"Current","Low Risk"
100171,30,41800,"Employed",1.5,"Mortgage",13300,48,8.72,773,37900,0,1,0,0.31818181818181818182,"Current","High Risk"
100172,37,38300,"Contract",2.1,"Mortgage",8200,36,6.98,712,3400,0,0,0,0.21409921671018276762,"Current","Low Risk"
100173,41,35200,"Unemployed",9,"Unsecured Personal Loan",21900,12,9.42,620,4400,0,0,0,0.62215909090909090909,"Current","Medium Risk"
100174,41,24900,"Unemployed",13.7,"Auto Loan",15300,36,7.31,658,18000,20,0,0,0.61445783132530120482,"Current","Low Risk"
100175,46,31600,"Employed",1,"Unsecured Personal Loan",13500,24,3.15,568,11900,0,0,0,0.42721518987341772152,"Current","Medium Risk"
100176,38,15600,"Employed",NULL,"Auto Loan",7400,48,7.73,671,24800,0,0,0,0.47435897435897435897,"Current","Low Risk"
100177,53,34600,"Employed",NULL,"Unsecured Personal Loan",29200,36,10.65,769,9800,30,0,0,0.84393063583815028902,"30-59 DPD","Medium Risk"
100178,35,NULL,"Employed",0.3,"Auto Loan",19900,24,7.41,735,5400,0,0,1,NULL,"Current","Low Risk"
100179,65,20900,"Employed",0.5,"Unsecured Personal Loan",9600,60,9.83,792,8500,60,3,0,0.45933014354066985646,"60-89 DPD","High Risk"
100180,44,39700,"Employed",0.9,"Mortgage",24400,36,4.36,656,3400,120,3,1,0.61460957178841309824,"90+ DPD","High Risk"
100181,29,72800,"Employed",4.5,"Mortgage",9900,12,7.42,788,4500,0,0,0,0.13598901098901098901,"Current","Low Risk"
100182,27,57500,"Unemployed",0.8,"Unsecured Personal Loan",8400,36,5.63,665,19500,0,0,0,0.14608695652173913043,"Current","Low Risk"
100183,43,16600,"Employed",17.2,"Unsecured Personal Loan",8500,24,9.74,798,18200,0,0,0,0.51204819277108433735,"Current","Low Risk"
100184,36,22100,"Employed",3,"Unsecured Personal Loan",4600,48,7.59,678,12800,20,0,0,0.20814479638009049774,"Current","Low Risk"
100185,45,58100,"Retired",3.5,"Auto Loan",17700,48,9.57,737,3000,0,0,0,0.30464716006884681583,"Current","Low Risk"
100186,43,22200,"Contract",1.4,"Unsecured Personal Loan",4500,60,10.76,798,7700,0,2,0,0.20270270270270270270,"Current","High Risk"
100187,37,32500,"Unemployed",3.2,"Auto Loan",6400,36,9.57,665,4200,20,2,0,0.19692307692307692308,"Current","High Risk"
100188,30,47800,"Retired",5.4,"Unsecured Personal Loan",3800,36,8.32,NULL,22600,0,0,0,0.07949790794979079498,"Current","Low Risk"
100189,23,22400,"Employed",7,"Unsecured Personal Loan",12700,48,4.51,783,6600,30,0,0,0.56696428571428571429,"30-59 DPD","Medium Risk"
100190,34,38300,"Retired",7,"Unsecured Personal Loan",12200,12,7.49,669,4600,10,0,0,0.31853785900783289817,"Current","Low Risk"
100191,47,18600,"Employed",NULL,"Unsecured Personal Loan",11000,36,5.9,574,10100,0,0,0,0.59139784946236559140,"Current","Medium Risk"
100192,40,26900,"Employed",11.7,"Auto Loan",7100,36,6.47,851,6300,30,0,0,0.26394052044609665428,"30-59 DPD","Medium Risk"
100193,26,42600,"Employed",8.5,"Mortgage",6600,12,6.38,642,28000,10,0,0,0.15492957746478873239,"Current","Medium Risk"
100194,40,16400,"Employed",7.1,"Unsecured Personal Loan",17700,36,4.56,693,5900,0,1,0,1.07926829268292682927,"Current","High Risk"
100195,42,45300,"Employed",0.3,"Auto Loan",9600,48,1.63,772,3700,0,0,0,0.21192052980132450331,"Current","Low Risk"
100196,29,36000,"Self-Employed",0,"Unsecured Personal Loan",16200,48,5.5,NULL,2200,0,2,0,0.45000000000000000000,"Current","High Risk"
100197,40,47900,"Unemployed",1.2,"Auto Loan",7900,12,8.08,599,9700,0,0,0,0.16492693110647181628,"Current","Medium Risk"
